code,temp_code,name,application_date,application_status,status_update_date,hearing_date,listing_date,first_application_date,board,sponsor,overall_coordinator,company_chinese_name,company_english_name,website,fiscal_year_end,business_scope,company_profile,industry_level_1,industry_level_2,source_table
H2303.HK,H2303.HK,科兴生物,2025-11-06,失效,2026-05-03,,,2025-11-06,主板,"中银国际亚洲有限公司,华泰金融控股(香港)有限公司,招银国际融资有限公司",中信建投(国际)融资有限公司,科兴生物制药股份有限公司,"Kexing Biopharm Co.,Ltd.",www.kexing.com,1231,重组蛋白、抗体及靶向递送疗法的研发、生产与商业化。,科兴生物制药股份有限公司的主营业务是重组蛋白、抗体及靶向递送疗法的研发、生产与商业化。公司的主要产品是人促红素注射液、注射用人干扰素α1b、人粒细胞刺激因子注射液、酪酸梭菌二联活菌散/胶囊。截止2025年12月31日，公司在国内已拥有专利72项，其中发明专利48项，外观专利21项，实用新型专利3项。,制药,,上市申请一览
H2304.HK,H2304.HK,深向科技,2025-11-06,失效,2026-05-03,,,2025-11-06,主板,"中银国际亚洲有限公司,交银国际证券有限公司,工银国际证券有限公司,建银国际金融有限公司","中国国际金融香港证券有限公司,招银国际融资有限公司",深向科技股份有限公司,"Deepway Technology Co., Ltd.",www.deepway.com,1231,主要从事研究、开发及销售新能源重卡及智能公路货运解决方案。,"深向科技股份有限公司成立于2020年7月31日。公司是一家技术驱动的新能源重卡及智能公路货运技术提供商,专注于以电动化与智能化技术,推动公路货运行业向零碳、高效、安全的物流跃迁。根据灼识咨询的资料,按2025年销量计,公司在中国新能源重卡市场位居第九。目前,公司的主要业务线及收入来源是销售新能源重卡,包括深向星辰及深向星途。于2023年、2024年及2025年,公司分别交付509辆、3,002辆及8,020辆新能源重卡,录得的收入分别约为人民币425.2百万元、人民币1,961.2百万元及人民币3,928.7百万元,占总收入的99.9%、99.6%及99.2%。公司亦自零部件销售录得收入,并开始按年度或终身订阅模式,将公司的两项智能公路货运技术天玑随行及天玑雁行商业化。根据灼识咨询的资料,截至2025年12月31日,公司是全球首家及唯一一家通过智能公路货运技术实现订阅收入的新能源重卡公司。根据灼识咨询的资料,截至2025年12月31日,公司是中国仅有的两家通过新能源重卡实现L4级技术商业化的公司之一。",信息科技咨询与其它服务,,上市申请一览
H2305.HK,H2305.HK,临工重机,2025-11-06,失效,2026-05-03,,,2025-11-06,主板,"中国国际金融香港证券有限公司,兴证国际融资有限公司","中国国际金融香港证券有限公司,兴证国际融资有限公司",临工重机股份有限公司,"Lingong Heavy Machinery Co.,Ltd.",www.lgmg.com.cn,1231,致力于为客户提供包括矿山设备，高空作业设备等多种工程机械产品，关键零部件及服务支持业务等多作业场景下的全套解决方案。,"临工重机股份有限公司成立于2012年2月2日。公司是全球领先的矿山设备和高空作业设备企业,致力于以创新和科技持续为全球客户提供智能、高效、绿色的解决方案。公司专注于矿山、高空作业、物料搬运等领域机械设备的研发、设计、制造、销售和服务。秉承‘创造,让世界一新’的使命,公司自成立以来始终坚持以创新引领发展,持续以创新和科技引领行业的降本增效、绿色和智能化趋势公司自成立以来仅用十年时间,于2022年已实现超过人民币百亿元的年营业收入;公司实现了矿山设备领域混合动力非公路宽体自卸车的‘中国首创’,引领行业新标准;公司是国内第一家开发出电控矿用挖掘机产品的企业,进一步彰显公司在电动化技术领域的领导地位。此外,公司亦是智慧矿山行业的先行者之一,最早与多家无人驾驶与新能源新锐厂商合作,实现批量无人驾驶与新能源矿山设备在多个矿山的应用。",建筑机械和重型运输设备,,上市申请一览
H2301.HK,H2301.HK,豪特节能,2025-11-02,失效,2026-05-03,,,2025-11-02,主板,"东吴证券国际经纪有限公司,光银国际资本有限公司,广发证券(香港)经纪有限公司,民银证券有限公司,申万宏源融资(香港)有限公司","广发融资(香港)有限公司,申万宏源融资(香港)有限公司",广州豪特节能环保科技股份有限公司,"Guangzhou Haote Energy Saving Technology Co.,Ltd.",www.motsun.com,1231,建筑节能环保产品与服务。,"广州豪特节能环保科技股份有限公司成立于2006年4月28日。公司是一家来自中国领先的能源管理解决方案提供商,专注数据中心细分赛道。通过‘技术驱动+场景深耕’的战略,提供能源管理解决方案全生命周期服务体系,涵盖咨询服务、解决方案设计、设备选型及采购、项目集成及实施以及系统维护。公司的解决方案广泛应用于数据中心(包括AI算力数据中心和边缘数据中心)、智慧工业园区、智能工厂及多用途商业综合体,覆盖多个领域的广泛场景。",信息科技咨询与其它服务,,上市申请一览
H2071.HK,H2071.HK,科拓股份,2025-10-31,失效,2026-04-26,,,2025-04-29,主板,"中国国际金融香港证券有限公司,民银证券有限公司","中国国际金融香港证券有限公司,民银资本有限公司",厦门科拓通讯技术股份有限公司,Keytop Parking Inc.,www.keytop.com.cn,1231,智能停车场管理设备及控制系统的研发、生产、销售及相关运营服务。,"厦门科拓通讯技术股份有限公司成立于2006年6月27日。公司是智慧停车空间运营商,深度参与推动城市停车数智化转型。自2006年成立以来,公司已发展成为集数智化停车系统、数智化停车管理服务及停车场运营为一体的综合性停车产业集团,根据灼识咨询报告,按2024年的相关收益计算,公司在中国智慧停车空间运营行业亦是第二名,市场份额为3.3%。",系统软件,,上市申请一览
H2291.HK,H2291.HK,新桥生物-B,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,"中信证券(香港)有限公司,高盛(亚洲)有限责任公司","中信证券(香港)有限公司,高盛(亚洲)有限责任公司",新桥生物,Novabridge Biosciences,www.novabridge.com,1231,发现，开发和商品化新型或高度分化的生物制剂,新桥生物于2016年6月30日在开曼群岛注册成立。该公司是一家全球生物技术平台，专注于开发创新的免疫肿瘤疗法。其研发管线包括三个临床阶段项目，其中givastomig是一种用于治疗胃癌的CLDN18.2双特异性抗体，是公司的核心产品。通过其子公司Visara，公司还在开发用于视网膜疾病的VIS-101。,制药,生物科技公司(18A),上市申请一览
H2292.HK,H2292.HK,芯德半导体,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,华福国际证券有限公司,华泰金融控股(香港)有限公司,江苏芯德半导体科技股份有限公司,"Jiangsu Silicon Integrity Semiconductor Technology Co., Ltd.",www.jssisemi.cn,1231,"一家半导体封测技术解决方案提供商,主要从事开发封装设计、提供定制封装产品以及封装产品测试服务。","江苏芯德半导体科技股份有限公司成立于2020年9月11日。公司是一家半导体封测技术解决方案提供商,主要从事开发封装设计、提供定制封装产品以及封装产品测试服务。根据弗若斯特沙利文的资料,在晶体管密度增长接近其规模极限的‘后摩尔时代’,依靠新型半导体封装架构(例如小型化、薄型化、高效率、异质集成等先进封装技术)作为连接芯片设计与应用的关键环节成为了提升芯片性能、效率及功能灵活性的关键驱动力。公司是中国率先具备先进封装技术能力的企业之一,能够于‘后摩尔时代’推动半导体创新技术的突破,并支撑‘AI+时代’的发展浪潮。",半导体产品,,上市申请一览
H2293.HK,H2293.HK,礼邦医药-B,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,"中信里昂证券有限公司,中银国际亚洲有限公司","Merrill Lynch (Asia Pacific) Limited,华泰金融控股(香港)有限公司,富瑞金融集团香港有限公司",礼邦医药(江苏)股份有限公司,Alebund Pharmaceuticals (Jiangsu) Limited,www.alebund.com,1231,专注于肾脏病领域的全球领先生物制药公司。,"礼邦医药(江苏)股份有限公司成立于2021年5月20日。公司是专注于肾脏病领域的全球领先生物制药公司,根据灼识咨询的资料,公司拥有最全面的创新肾脏病产品组合,适应症覆盖范围最广。CKD市场规模庞大,价值数千亿美元,具有巨大的增长潜力,公司已打造一个垂直一体化平台,涵盖研发、生产及商业化。公司从高磷血症领域切入,如今已拓展至整个肾脏病领域。通过提供创新肾脏病疗法,公司既助力提升当前治疗标准,也为受肾脏病影响、生活发生改变的患者解决其未被满足的医疗需求。",制药,生物科技公司(18A),上市申请一览
H2294.HK,H2294.HK,天瞳威视,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,"农银国际融资有限公司,星展亚洲融资有限公司","HSBC Corporate Finance (Hong Kong) Limited,中银国际亚洲有限公司,华泰金融控股(香港)有限公司",苏州天瞳威视电子科技股份有限公司,"Suzhou Calmcar Electronics Technology Co., Limited",www.calmcar.com,1231,以软件为核心的智能驾驶解决方案提供商。,"苏州天瞳威视电子科技股份有限公司成立于2016年3月7日。公司是中国领先的以软件为核心的智能驾驶解决方案提供商。公司向全球市场提供全方位的智能驾驶解决方案,涵盖L2-L2+级及L4级自动化水平,并在各个自动化级别领域均实现了卓越的商业化往绩。在L2-L2+级解决方案领域,公司提供智能行车与泊车解决方案以及具备DMS等主动安全功能的智能座舱解决方案。根据灼识咨询的资料,按2024年装机量计,公司是中国第二大同时提供行车与泊车解决方案的以软件为核心的L2-L2+级解决方案提供商,也是第三大DMS解决方案提供商。公司致力于服务大众市场以及让更广泛人群能够使用智能驾驶技术。截至最后实际可行日期,公司已获得144款车型的L2-L2+级解决方案定点函。公司全面、高性能及高度适配的L2-L2+级解决方案可协助整车厂在日益激烈的竞争环境中加快产品迭代并提升研发成本效率。",系统软件,,上市申请一览
H2295.HK,H2295.HK,鼎泰药研,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,"海通国际证券集团有限公司,花旗环球金融亚洲有限公司","海通国际资本有限公司,花旗环球金融亚洲有限公司",江苏鼎泰药物研究(集团)股份有限公司,"Triapex Laboratories Co., Ltd.",www.tprglp.com,1231,"非临床CRO服务,从事药物临床前毒理研究和安全性评价技术服务。","江苏鼎泰药物研究(集团)股份有限公司是一家致力于为全球制药公司及科研机构提供以疾病生物学为基础的一体化解决方案的新型合同研究组织(CRO)公司。通过该业务模式,公司超越了传统CRO作为外部服务方承接分散任务的角色,转型成为客户的战略性研发合作伙伴。公司提供全方位的非临床安全性、有效性以及药物代谢及药代动力学(DMPK)研究,以及涵盖从概念验证到关键试验的一体化临床试验服务,从而为客户提供全生命周期的研发支持。于往绩记录期间,公司绝大部分收入来自提供非临床及临床服务,而来自向第三方提供研究动物的收入则占比甚微。",生命科学工具和服务,,上市申请一览
H2296.HK,H2296.HK,涛涛车业,2025-10-31,失效,2026-04-26,,,2025-10-31,主板,浙商国际金融控股有限公司,中信证券(香港)有限公司,浙江涛涛车业股份有限公司,"Zhejiang Taotao Vehicles Co.,Ltd.",www.taomotor.com.cn,1231,全地形车、电动高尔夫球车、电动滑板车、电动平衡车、电动自行车及其配件、用品的研发、生产和销售。,浙江涛涛车业股份有限公司的主营业务是全地形车、电动高尔夫球车、电动滑板车、电动平衡车、电动自行车及其配件、用品的研发、生产和销售。公司的主要产品是电动自行车、电动滑板车、电动平衡车、越野摩托车、全地形车。2025年销售收入位居全球第一。,汽车零件与设备,,上市申请一览
