code,name,listing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_date,board,offering_type,is_latest,offer_price_low,offer_price_high,issue_price,board_lot,market_cap_hkdm,offer_shares,public_offer_shares,placing_shares,gross_proceeds_hkd,net_proceeds_hkd,proceeds_currency,use_of_proceeds,public_subscription_multiple,international_subscription_multiple,valuation_metric,source_table
2566.HK,九源基因,2024-11-28,2024-11-27,2024-11-20,2024-11-25,2024-11-26,2024-11-27,主板,"发售以供认购,发售以供配售",是,11.48,12.56,12.42,200,2537.33,45398800,4540000,40858800,563850000.0,485410000.0,HKD,约40.0%将分配至公司战略性重点治疗领域的选定在研产品的持续研发。约30.0%用于公司现有及接近商业化产品的营销及商业化。约10.0%用于寻求战略合作。约10.0%将用于公司的制造系统。约10.0%将用于为公司的营运资金及其他一般企业用途提供资金。,675.83,1.18,62.497118027844,首发信息一览
6936.HK,顺丰控股,2024-11-27,2026-03-30,2024-11-19,2024-11-22,2024-11-23,2024-11-26,主板,"发售以供认购,发售以供配售",是,32.3,36.3,34.3,200,7333.22,170000000,16150000,153850000,5831000000.0,5661300000.0,HKD,"约人民币1,454百万元用于加强公司的国际及跨境物流能力。约人民币2,785百万元用于提升及优化公司在中国的物流网络及服务。约人民币530百万元将用于研发先进技术及数字化解决方案,升级公司的供应链和物流服务及实施ESG相关举措。约人民币530百万元将用作营运资金及一般企业用途。",79.07,10.1,27.295489624421,首发信息一览
2582.HK,国富氢能,2024-11-15,2024-11-14,2024-11-07,2024-11-12,2024-11-13,2024-11-14,主板,"发售以供认购,发售以供配售",是,65.0,73.0,65.0,100,7373.62,6000000,600000,5400000,390000000.0,339650000.0,HKD,"约56.1%用于扩大若干产品的产能;约33.9%用于提升公司的研发能力,持续进行技术升级和产品迭代;约10%用于营运资金及一般企业用途,以支持公司的业务运营和增长。",21.07,0.99,81.529893846154,首发信息一览
2519.HK,傲基股份,2024-11-08,2024-12-05,2024-10-31,2024-11-05,2024-11-06,2024-11-07,主板,"发售以供认购,发售以供配售",是,14.56,15.6,15.6,300,4727.2,29894700,2989500,26905200,466400000.0,387500000.0,HKD,约70.0%预期将用于公司的业务扩张。约15.0%预期将用于加强公司的数字化。约10.0%预期将用于产业链的潜在投资或并购机会。约5.0%预期将用作营运资金及一般企业用途。,17.74,2.45,23.458168953688,首发信息一览
2551.HK,晶科电子股份,2024-11-08,2024-11-07,2024-10-31,2024-11-05,2024-10-31,2024-11-07,主板,"发售以供认购,发售以供配售",是,3.61,3.61,3.61,1000,3646.41,33600000,3360000,30240000,139490000.0,82250000.0,HKD,所得款项净额的约70.0%将用于扩张公司的汽车智能视觉产能。约20.0%将用于技术创新及产品升级。约10.0%用作营运资金及一般公司用途。,5677.83,6.95,,首发信息一览
2510.HK,德翔海运,2024-11-01,2024-11-28,2024-10-24,2024-10-29,2024-10-30,2024-10-31,主板,"发售以供认购,发售以供配售",是,3.5,4.5,4.18,1000,4545.38,250940000,25094000,225846000,1107829580.0,999450000.0,HKD,"约75.0%将用于公司于2024年4月订购的两艘7,000TEU新船舶及公司订立的船舶租赁合约。约15.0%将用于租用货柜。约10.0%将用于营运资金及其他一般公司用途。",12.09,2.22,44.803510662714,首发信息一览
2563.HK,华昊中天医药-B,2024-10-31,2024-10-30,2024-10-23,2024-10-28,2024-10-29,2024-10-30,主板,"发售以供认购,发售以供配售",是,16.0,22.0,16.0,200,4444.38,14588000,1458800,13129200,233410000.0,195890000.0,HKD,"约44.9%,将用于资助核心产品的进行中及计划进行的临床试验(主要包括委托临床研究中心开展临床试验的费用、支付予CRO和SMO公司等供应商的研发费用、临床试验所用原材料及耗材的成本、相关临床团队的薪酬及福利,以及招募患者及聘用外部顾问的相关成本)。约38.9%,将用于资助核心产品以外的进行中及计划进行的临床试验及产品临床前研究以及核心产品研究者发起试验(主要包括委托临床研究中心开展临床试验的费用、支付予CRO和SMO公司等供应商的研发费用、临床试验所用原材料及耗材的成本、相关临床团队的薪酬及福利,以及招募患者及聘用外部顾问的相关成本)。约3.0%,将用于加强公司的国内商业化能力及建立公司的全球营销网络。约3.2%,将用于扩大产能。约10.0%,将用作营运资金及一般公司用途。",21.45,0.994,76.146866029733,首发信息一览
2465.HK,龙蟠科技,2024-10-30,2026-01-15,2024-10-22,2024-10-25,2024-10-28,2024-10-29,主板,"发售以供认购,发售以供配售",是,4.5,7.0,5.5,500,3535.3,100000000,10000000,90000000,550000000.0,495000000.0,HKD,"约40.0%,预计将用于支付印度尼西亚工厂二期的部分开支。约40.0%,预计将用于位于湖北省襄阳工厂的新磷酸锰铁锂生产线。约10.0%,预计将用于部分偿还若干计息银行借款。约10.0%,预计将用于公司的营运资金及其他一般公司用途。",3.99,3.23,20.0,首发信息一览
2562.HK,狮腾控股,2024-10-30,2024-10-29,,,2024-10-25,2024-10-29,主板,发售以供配售,是,10.0,10.0,10.0,,,80000,,,800000.0,647932.0,HKD,(i)约29.7%将用于扩大继承集团的品牌合作伙伴网络及开发新的商务渠道;(ii)约28.2%将用于继承集团通过并购、合营企业及战略投资及联盟实现增长;(iii)约19.4%将用于偿还若干可换股贷款票据及银行贷款;(iv)约12.8%将用于投资并继续采用先进技术及人工智能(AI);及(v)约10.0%将用于营运资金及一般企业用途。,,,,首发信息一览
9660.HK,地平线机器人-W,2024-10-24,2024-11-20,2024-10-16,2024-10-21,2024-10-22,2024-10-23,主板,"发售以供认购,发售以供配售",是,3.73,3.99,3.99,600,2418.14,1355106600,135511200,1219595400,6086881458.0,5798000000.0,HKD,"所得款项净额的约70%港元将于未来五年内分配用于研发用途,包括高级辅助驾驶和高阶自动驾驶解决方案及核心关键技术。所得款项净额约10%将在未来五年内分配用于销售及营销相关开支。所得款项净额约10%将用于未来五年内战略投资公司的合营企业(尤其是酷睿程),从而拓展并增强公司的技术能力。约10%将分配用于一般公司用途及营运资金需求。",33.83,13.81,28.037640847383,首发信息一览
2460.HK,华润饮料,2024-10-23,2024-11-12,2024-10-15,2024-10-18,2024-10-21,2024-10-22,主板,"发售以供认购,发售以供配售",是,13.5,14.5,14.5,200,2929.24,347826200,38261000,309565200,5773850700.0,5621150000.0,HKD,"约30%,用于战略性扩张和优化产能,以提高整体供应链效率。约23%,用于加速销售渠道扩张及提升渠道效率。于未来二至三年内,所得款项净额的约23%,用于进行销售和营销活动,增强品牌活力,强化品牌形象,提升销售表现。约3%,用于增强公司的产品研发能力,以持续拓展新的产品品类和SKU。约3%,用于数字化升级,包括提升公司在销售、运营、生产和物流等领域的数字化能力,从而提高公司的运营效率。约8%,用于进行潜在投资及并购机会。约10%,作为营运资金及作一般公司用途。",234.49,24.47,41.686141971077,首发信息一览
2567.HK,七牛智能,2024-10-16,2024-11-11,2024-09-30,2024-10-10,2024-10-14,2024-10-15,主板,"发售以供认购,发售以供配售",是,2.74,2.86,2.75,1000,2888.84,159750000,15975000,143775000,439312500.0,367200000.0,HKD,约38.0%预期将用于渗透及夯实公司的APaaS业务中应用场景的占有率及发展与扩大客户群；约20.0%预期将用于未来36至60个月扩展海外业务；约12.0%预期将用于提升公司的研发能力并完善公司的技术基础设施；约20%预期将用于选定合并、收购和战略投资；约10.0%预期将用作营运资金及一般公司用途。,19.87,1.02,40.0,首发信息一览
9639.HK,荣利营造,2024-10-09,2024-10-08,2024-09-27,2024-10-04,2024-10-07,2024-10-08,主板,"发售以供认购,发售以供配售",是,0.57,0.73,0.73,5000,3686.82,250000000,25000000,225000000,182500000.0,149700000.0,HKD,约45%将用于收购更多电力机械及设备；约35%将用于支付新项目的前期成本；约5%将用于新员工招聘；约5%将用于采购4S及企业资源规划系统；约10%将保留为一般营运资金。,120.6,1.14,19.178082191781,首发信息一览
2576.HK,太美医疗科技,2024-10-08,2024-11-03,2024-09-27,2024-10-03,2024-10-04,2024-10-07,主板,"发售以供认购,发售以供配售",是,10.0,13.0,13.0,200,2626.22,22416600,2241800,20174800,335127000.0,259500000.0,HKD,约35%将用于优化并升级TrialOS平台及PharmaOS平台及其各自的云端软件及数字化服务；约30%将用于提升公司的核心技术及研发能力；约10%将用于强化公司的销售及营销能力；约15%将用于选择性地寻求公司认为将能扩充公司现有产品及服务品类、扩大客户基础及提升技术能力的战略投资及收购；约10%将用于营运资金及一般企业用途。,156.33,2.58,,首发信息一览
2549.HK,卡罗特,2024-10-02,2024-10-28,2024-09-23,2024-09-26,2024-09-27,2024-09-30,主板,"发售以供认购,发售以供配售",是,5.72,5.78,5.78,500,2919.14,129864500,12986500,116878000,863208320.0,802360000.0,HKD,"约35%预期将用于寻求收购及投资机遇；约25%预期将用于产品研发；约20%预期将用于扩张销售渠道,包括(i)与更多线上平台合作以增加公司在主要市场的市场份额;(ii)投资于有针对性的营销举措以提高品牌知名度;及(iii)组建及扩充本地运营团队,以支持市场整合和扩张；约10%预期将用于ESG相关投资；约10%预期将用作营运资金及其他一般公司用途。",1347.27,7.91,36.280929266298,首发信息一览
0300.HK,美的集团,2024-09-17,2024-10-14,2024-09-09,2024-09-12,2024-09-13,2024-09-16,主板,"发售以供认购,发售以供配售",是,52.0,54.8,54.8,100,5535.27,492135100,24606800,467528300,35666147360.0,35282500000.0,HKD,"募集资金净额的约20%,预期在未来一至三年将用于公司的全球科技研发;募集资金净额的约35%,预期在未来一至四年将用于智能制造体系及供应链管理升级的持续投入;募集资金净额的约35%,预期在未来一至五年将用于完善全球分销渠道和销售网络,以及提高自有品牌的海外销售;募集资金净额的约10%,预期将用于运营资金及一般公司用途。",5.31,8.06,27.507854607821,首发信息一览
8629.HK,集信国控,2024-09-06,2025-12-31,2024-08-26,2024-09-03,2024-09-04,2024-09-05,创业板,"发售以供认购,发售以供配售",是,8.6,10.4,9.9,500,5252.44,10179000,1018000,9161000,100772100.0,59400000.0,HKD,"所得款项净额约11,430.21千元人民币将用于扩充建设工程检测服务,以取得《建设工程质量检测机构资质标准》项下的综合资质并加强公司现有的建设工程检测检验服务;所得款项净额约5,602.7千元人民币将用于巩固公司在茂名的现有市场地位,拓展公司的服务范围至粤西的三线至五线城市;所得款项净额约18,027.12千元人民币将用于使公司的检测检验服务多元化,不仅限于建设工程,更扩展至食品及农业、交通及消防等领域;所得款项净额约1,957.2千元人民币将用于升级公司的ERP系统;所得款项净额约465.79千元人民币将用于一般运营资金。",14.33,1.03,,首发信息一览
2410.HK,同源康医药-B,2024-08-20,2024-08-19,2024-08-12,2024-08-15,2024-08-12,2024-08-19,主板,"发售以供认购,发售以供配售",是,12.1,12.1,12.1,500,6111.01,47880000,4788000,43092000,579348000.0,506310000.0,HKD,70.0%将用于公司核心产品(即TY-9591)的研究、开发及商业化;20.0%将用于公司其他候选产品的研发;3.0%将用于潜在的战略收购、投资、许可或合作机会;7.0%将用于营运资金及其他一般公司用途。,2.29,1.01,35.505430242272,首发信息一览
2533.HK,黑芝麻智能,2024-08-08,2024-09-04,2024-07-31,2024-08-05,2024-08-06,2024-08-07,主板,"发售以供认购,发售以供配售",是,28.0,30.3,28.0,100,3060.55,37000000,1850000,35150000,1036000000.0,950800000.0,HKD,"约80.0%将在未来五年间用于公司的研发。约10.0%将用于提高公司的商业化能力。约10.0%将用于营运资金及一般公司用途,尤其是采购SoC量产的存货。",2.52,1.05,7.4466312741313,首发信息一览
1471.HK,众淼控股,2024-08-06,2024-09-05,2024-07-29,2024-08-01,2024-08-02,2024-08-05,主板,"发售以供认购,发售以供配售",是,7.0,10.2,7.0,500,5151.44,35300000,3530000,31770000,247100000.0,195830000.0,HKD,"约53.8%将于上市后三年内用于发展公司的保险代理业务;约26.2%将于上市后五年内用于提升公司的IT服务产品及研发能力;约10.0%将用于在保险中介及金融科技行业寻求审慎投资及收购能与公司现有业务互补或产生协同效应的两至三家目标公司,以进一步加快公司的业务发展及增强公司的竞争力;及约10.0%将用于一般营运资金及一般企业用途。",16.07,0.98,18.696883852691,首发信息一览
2531.HK,广联科技控股,2024-07-15,2024-07-12,2024-06-28,2024-07-10,2024-07-11,2024-07-12,主板,"发售以供认购,发售以供配售",是,4.7,5.3,4.7,500,2676.72,63600000,6360000,57240000,298920000.0,230270000.0,HKD,"约37.3%将用作提升公司的研发能力,特别是将所得款项净额用于以下研发计划(1)为公司的SaaS营销及管理服务开发创新功能;(2)增强公司算法建模的能力;(3)升级现有车载硬件产品;(4)增强公司产品及服务的云原生技术;及(5)加强对云基础设施的投资;约32.7%将用作将公司的服务范围扩大至汽车行业产业链上的其他参与者,特别是将所得款项净额用于以下用途(1)提高公司的产品及服务对4S店的渗透率;(2)扩展公司对保险公司的服务;(3)将公司的服务扩展至汽车制造商;约20.0%将用作寻求潜在战略投资及合作机会;具体而言,公司预期收购行业上下游的少数股权或与上下游合作,例如收购先进汽车硬件制造商的少数股权,或寻求与4S店集团或汽车制造商的合作机会;约10.0%将用作营运资金及一般企业用途。",2.49,1.06,29.438679245283,首发信息一览
2507.HK,西锐,2024-07-12,2024-08-08,2024-06-28,2024-07-09,2024-07-10,2024-07-11,主板,"发售以供认购,发售以供配售",是,27.34,28.0,27.5,100,2828.24,54875900,5487600,49388300,1513201250.0,1396020000.0,HKD,"约30%将用于进一步推动公司的产品组合、现有产品、特性及功能,以及延长公司产品组合的生命周期。约30%将用于提升公司的生产效率及产能。约30%将用于为提升及扩展服务、销售及支持公司生态系统内提供的产品与服务提供资金。约10%将用于公司的一般营运资金及其他一般企业用途,以支持公司的业务运营及增长。",1.56,1.57,56.244650207631,首发信息一览
1334.HK,瑞昌国际控股,2024-07-10,2024-08-05,2024-06-28,2024-07-05,2024-07-08,2024-07-09,主板,"发售以供认购,发售以供配售",是,1.05,1.39,1.05,2500,3510.05,125000000,12500000,112500000,131300000.0,62000000.0,HKD,约73.0%将会用作为建设新生产设施提供部分资金。约17.5%将会用于提升公司的设计和研发能力。约9.5%将会用作一般营运资金及一般企业用途。,19.24,0.97,44.021325209444,首发信息一览
2495.HK,声通科技,2024-07-10,2024-08-04,2024-06-28,2024-07-05,2024-06-28,2024-07-09,主板,"发售以供认购,发售以供配售",是,152.1,152.1,152.1,20,3072.67,4365660,436580,3929080,679123458.0,583300000.0,HKD,"约60.0%将用于加强对公司关键技术的基础研究,完善标准化解决方案的开发,迭代推出适用于更多业务场景的多样化商业化应用及功能。约20.0%将用于扩展公司提供的解决方案、建立公司的品牌及提升公司的商业化能力。约10.0%将用于寻求海内外的战略投资和收购机会,从而实施公司的长期增长战略,以优化公司的解决方案,扩展及渗透公司所涵盖的终端客户行业。约10.0%将用于一般企业用途。",3.51,1.24,40.640622371198,首发信息一览
9680.HK,如祺出行,2024-07-10,2024-07-09,2024-06-28,2024-07-05,2024-07-08,2024-07-09,主板,"发售以供认购,发售以供配售",是,34.0,45.4,35.0,100,4585.79,30004800,3000500,27004300,1050168000.0,969200000.0,HKD,约40%预期将用于自动驾驶及Robotaxi运营服务研发活动；约20%预期将用于公司出行服务产品升级及运营效率提升；约20%预期将用于在公司实施地域扩张战略过程中扩大用户群、提高品牌知名度及提升市场份额；约10%预期将用于在出行行业价值链中建立战略合作伙伴关系、投资及收购，以更丰富及更优质的服务产品矩阵优化用户体验、改善经营业绩、增加市场渗透及巩固行业领导地位；约10%预期将用作营运资金及一般公司用途。,0.6,1.17,77.072049424473,首发信息一览
6086.HK,方舟健客,2024-07-09,2024-08-05,2024-06-28,2024-07-04,2024-07-05,2024-07-08,主板,"发售以供认购,发售以供配售",是,7.6,8.36,8.18,500,4222.16,23800000,2380000,21420000,194680000.0,67090000.0,HKD,约67.4%将于未来三至五年用于拓展业务。约16.0%于未来五年将用于研发活动。约11.6%将用于公司对线上慢性疾病管理行业价值链中的其他利益相关者的潜在投资和收购或战略联盟。约5.0%将用作公司的运营资金及一般公司用途。,16.63,1.66,,首发信息一览
6657.HK,百望股份,2024-07-09,2024-08-04,2024-06-28,2024-07-04,2024-07-05,2024-07-08,主板,"发售以供认购,发售以供配售",是,36.0,40.0,36.0,100,4040.35,9262000,926200,8335800,333430000.0,228870000.0,HKD,"约31.5%将用于升级及增强公司解决方案的功能及特性,并进一步扩展公司的解决方案组合。约29.4%将用于提升研发能力。约19.3%将用于发展公司的销售及营销计划。约11.5%将用于公司的业务协同,并有选择地寻求与公司的业务互补或协同的战略投资及收购机会,以扩大公司现有的产品及服务类型、提高公司的技术能力及提升公司对客户的价值主张。约8.3%将用作营运资金及其他一般企业用途。",6.58,1.04,77.977386557898,首发信息一览
2545.HK,中赣通信,2024-07-03,2025-05-12,2024-06-21,2024-06-27,2024-06-28,2024-07-02,主板,"发售以供认购,发售以供配售",是,1.13,1.25,1.25,2000,2525.21,160000000,16000000,144000000,200000000.0,151270000.0,HKD,约22.55%将用于支付有关潜在集成解决方案服务项目的前期成本；约34.95%将用于增强研发能力；约27.77%将用于偿还银行借款；约14.73%将用于一般营运资金。,195.99,1.5,,首发信息一览
1354.HK,经发物业,2024-07-03,2024-07-29,2024-06-24,2024-06-27,2024-06-28,2024-07-02,主板,"发售以供认购,发售以供配售",是,7.5,9.3,7.5,300,2818.14,16666800,1666800,15000000,125000000.0,90470000.0,HKD,约53.8%将用于选择性收购其他物业管理公司;约20.6%将用于购买新能源汽车;约10.5%将用于进一步开发公司的智慧物业管理系统;约5.1%将用于加强公司的人力资源管理;约10.0%将用于营运资金。,118.87,0.98,43.047648,首发信息一览
8637.HK,元续科技,2024-07-02,2024-06-28,2024-06-21,2024-06-26,2024-06-27,2024-06-28,创业板,"发售以供认购,发售以供配售",是,2.38,3.0,2.42,1000,3030.25,27000000,2700000,24300000,65340000.0,12030000.0,HKD,"估计所得款项总净额约60.1%将用于扩充营运规模及提升产能。估计所得款项总净额约15.4%将用于加强精密机加工服务的品质监控能力。估计所得款项总净额约4.7%将用于加强营销活动,以保持与现有客户的关系及使客户基础更添多元。估计所得款项总净额约9.8%将用于偿还银行借款。估计所得款项总净额约10.0%将用作营运资金及一般企业用途。",2480.61,1.43,,首发信息一览
2559.HK,嘀嗒出行,2024-06-28,2024-07-25,2024-06-20,2024-06-25,2024-06-26,2024-06-27,主板,"发售以供认购,发售以供配售",是,5.0,7.0,6.0,500,3535.3,39091000,3909500,35181500,234546000.0,182340000.0,HKD,约50.0%用于主要通过用户奖励及补贴、线上广告活动线下推广及宣传活动扩大公司的用户群并加强公司的营销及推广计划。约35.0%用于提升公司的技术能力及升级公司的安全机制。约15.0%用于提升变现能力。,112.9,1.28,,首发信息一览
6181.HK,老铺黄金,2024-06-28,2024-07-25,2024-06-20,2024-06-25,2024-06-20,2024-06-27,主板,"发售以供认购,发售以供配售",是,40.5,40.5,40.5,100,4090.85,19451300,1945200,17506100,1041829650.0,957080000.0,HKD,"73.3%将用作扩展销售网络,并通过在未来数年在国内及海外市场开设新门店以促进品牌国化。11.3%将用作维持公司的品牌定位及提高公司的品牌知名度。2.7%将用作优化内部信息技术系统及提升自动化及信息化水平,改善公司的营运效率。2.7%将用作加强公司的研发能力。10.0%将用作公司的一般营运资金及一般企业用途。",582.15,11.9,41.990050868681,首发信息一览
2479.HK,天聚地合,2024-06-28,2024-06-27,2024-06-20,2024-06-25,2024-06-20,2024-06-27,主板,"发售以供认购,发售以供配售",是,83.33,83.33,83.33,50,4208.53,4818200,481850,4336350,401500000.0,349100000.0,HKD,"约25%将用于全面升级公司的API市场中已有的API产品组合,从而抓住政府及公共数据开放以及授权运营带来的重大机遇,这可能为未来增长创造机会。约45%将用于公司数据管理解决方案已有产品及服务的升级,旨在开发及扩展特定行业的应用,增强公司在数据管理解决方案方面的技术实力和市场竞争力。公司计划在未来三年招聘不超过100名销售人员及市场策划专家。公司计划在未来三年将所得款项用作线上及线下营销开支。公司在未来三年将招聘合共约300名雇员,包括项目经理、工程师、设计师、研究人员及其他交付人员。约20%将用于数据安全及隐私保护技术的研发,构建数据确权、安全数据存储、可信数据传输及协同生产的全生态体系,以加强公司的运营能力,为数据流通提供安全、可信、可追溯的技术支撑。约10%将用作营运资金及一般企业用途。",602.87,0.99,79.61387633873,首发信息一览
2881.HK,武汉有机,2024-06-18,2024-07-15,2024-06-07,2024-06-13,2024-06-14,2024-06-17,主板,"发售以供认购,发售以供配售",是,5.5,8.5,5.5,500,4292.86,18300000,1830000,16470000,100650000.0,25850000.0,HKD,"全球发售所得款项净额约82.0%将用于建设主要着重生产甲苯氯化产品及衍生品的新生产设施以增加湖北新轩宏生产基地的产能;全球发售所得款项净额约3.0%将用作研发活动;全球发售所得款项净额约5.0%将用作销售及营销活动,以提升公司于中国及海外的品牌知名度;全球发售所得款项净额约10.0%将用于公司的营运资金及一般企业用途,包括原材料采购及库存量管理。",337.57,0.92,,首发信息一览
2512.HK,云工场,2024-06-14,2024-10-25,2024-06-05,2024-06-11,2024-06-05,2024-06-13,主板,"发售以供认购,发售以供配售,发售现有证券",是,4.6,4.6,4.6,1000,4646.39,115000000,11500000,103500000,391000000.0,336500000.0,HKD,所得款项净额约47.7%将用于现有业务改进与运营发展。所得款项净额约18.5%将用于全面推行及升级公司的边缘计算服务。所得款项净额约12.8%将用于为IDC解决方案服务及边缘计算服务运营招聘人才。约11.0%将用于与大学及科研院所合作研发。约10.0%将用作运营资金及一般企业用途。,25.79,1.09,,首发信息一览
2228.HK,晶泰控股,2024-06-13,2024-07-07,2024-06-04,2024-06-07,2024-06-11,2024-06-12,主板,"发售以供认购,发售以供配售",是,5.03,6.03,5.28,1000,6090.81,187373000,9369000,178004000,1035772320.0,943440000.0,HKD,"约75.0%的所得款项净额将用于持续提升公司的研发能力及解决方案提供能力,约15.0%的所得款项净额将用于提升公司在国内外的商业化能力,约10.0%的所得款项净额将用于营运资金和一般公司用途。",103.35,2.13,32.58567867502,首发信息一览
2550.HK,宜搜科技,2024-06-07,2024-06-06,2024-05-30,2024-06-04,2024-06-05,2024-06-06,主板,"发售以供认购,发售以供配售",是,5.8,8.0,5.8,500,4040.35,14802500,1480500,13322000,85854500.0,40700000.0,HKD,"约45.0%用于提高公司的研发能力,确保长期技术优势;约25.0%用于提高公司作为第三方数字阅读平台的实力;约15.0%用于扩大公司的数字营销服务。公司拟通过将公司的自有智能广告平台易推升级、增加下游媒体渠道数目、深化与广告主的合作及扩大数字营销服务的范围,扩大数字营销服务的业务规模;约15.0%用作在海外市场扩大网络游戏发行服务。",114.59,0.98,,首发信息一览
2522.HK,一脉阳光,2024-06-07,2024-06-06,2024-05-30,2024-06-04,2024-06-05,2024-06-06,主板,"发售以供认购,发售以供配售",是,14.6,16.8,14.98,500,8484.71,17816000,1782000,16034000,266880000.0,183480000.0,HKD,约50.0%用于扩充公司的医学影像中心网络；约20.0%用于在医学影像领域寻求战略合作及并购的机会以及在医疗影像服务产业链中寻求战略合作及投资机会；约20.0%用于将公司的业务拓展至(i)相对缺乏医疗资源的海外国家和地区(例如东南亚);及(ii)人均可支配收入高以及在医疗影像服务方面具有庞大增长潜力的海外国家和地区(例如中东)；约10.0%用作营运资金及一般公司用途。,336.33,1.24,45.338729016787,首发信息一览
8529.HK,优博控股,2024-06-03,2024-05-31,2024-05-24,2024-05-29,2024-05-30,2024-05-31,创业板,"发售以供认购,发售以供配售",是,0.5,0.6,0.5,5000,3030.25,125000000,12500000,112500000,68750000.0,31350000.0,HKD,78.2%将用作提高公司的产能及生产力；6.2%将用作加强公司在全球市场（包括中国市场）的销售及市场推广工作；4.2%将用作购买ERP系统及升级信息系统以支援ERP系统；3.1%将用作加强公司的研发及材料工程的能力；8.3%将用作一般营运资金。,2503.03,1.15,,首发信息一览
2443.HK,汽车街,2024-05-31,2024-05-30,2024-05-23,2024-05-28,2024-05-29,2024-05-30,主板,"发售以供认购,发售以供配售",是,10.2,11.2,10.2,200,2262.59,15000000,1500000,13500000,153000000.0,90880000.0,HKD,"40.0%将用于扩充拍场网络的地理覆盖；10.0%将用于加强公司与现有卖家及买家的关系,以及为公司的平台吸引新卖家及买家；15.0%将用于发展及多元化拓展公司的服务组合,并探索新增长领域；15.0%将用于进一步投资于研发,进一步加强公司的数字化基础设施,并持续支援公司的数字化举措；10.0%将用于与业务伙伴建立潜在战略伙伴关系及结盟,以及对行业的目标公司作出投资及╱或收购行业的目标公司的控股权益；10.0%将用作公司的营运资金及一般企业用途。",433.34,0.98,,首发信息一览
2505.HK,EDA集团控股,2024-05-28,2024-06-24,2024-05-20,2024-05-23,2024-05-24,2024-05-27,主板,"发售以供认购,发售以供配售",是,2.28,3.06,2.28,1000,3090.85,97625000,9763000,82980000,222590000.0,192180000.0,HKD,"约占全球发售所得款项净额的约62.0%,以通过公司的轻资产模式增强公司的全球物流网络；约占全球发售所得款项净额的约16.0%,以改造公司的易达云平台；约占全球发售所得款项净额的约16.0%,以加强公司的市场占有率以吸引新客户及维持与核心客户(即因年度收入贡献超过人民币3百万元而公司为其指定专责销售人员的客户)的关系；约占全球发售所得款项净额的约6.0%作为一般营运资金。",103.44,0.98,22.845141291163,首发信息一览
0917.HK,趣致集团,2024-05-27,2024-05-24,2024-05-17,2024-05-22,2024-05-23,2024-05-24,主板,"发售以供认购,发售以供配售",是,25.0,29.7,25.0,200,5999.91,19704000,1970400,17733600,492600000.0,420510000.0,HKD,"32.0%将用于于未来四年内扩展公司的自动贩卖机网络及提高市场渗透率；13.0%将用于在未来四年内优化营销服务,专注于提升用户运营及公司的服务矩阵；15.0%将用于提高公司的品牌知名度,继而于未来三年内进一步拓展品牌客户群；20.0%将用于在未来四年内加强公司的技术能力及研发力度,以提高运营效率；10.0%将用于寻求战略联盟和收购；10.0%将用于公司的一般营运资金及一般企业用途。",12.05,1.11,15.874949248883,首发信息一览
2898.HK,盛禾生物-B,2024-05-24,2024-05-23,2024-05-16,2024-05-21,2024-05-16,2024-05-23,主板,"发售以供认购,发售以供配售",是,13.5,13.5,13.5,200,2727.22,34151800,3415200,30736600,461050000.0,391640000.0,HKD,28.2%将用于IAH0968在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)；35.8%将用于IAP0971在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)；36.0%将用于IAE0972在中国正在进行及计划进行的临床试验(主要包括临床试验所用原材料及耗材成本、相关临床试验团队的工资和福利以及与招募患者及聘请外部顾问有关的成本)。,10.08,1.27,9.1530202797961,首发信息一览
2529.HK,泓盈城市服务,2024-05-17,2026-04-17,2024-05-08,2024-05-13,2024-05-14,2024-05-16,主板,"发售以供认购,发售以供配售",是,3.2,3.6,3.2,1000,3636.31,40000000,4000000,36000000,128000000.0,86380000.0,HKD,"约43.75%将用于物色物业管理服务供应商及城市服务提供商的潜在战略收购机会(主要区域为湖南省、江西省及贵州省),最大程度发挥与公司现有业务运营的潜在协作优势,及促进公司的业务发展。约20.95%用于购买市政环卫服务及照明系统运营服务作业车辆及设备,以逐步提升公司的服务能力。约25.35%预计将于未来四年用于进一步技术发展,以提高公司的技术能力,并提高数字化及自动化程度。约0.7%将用于继续招聘人才以及改善员工培训,以支持业务的可持续发展。约9.3%预期将用作营运资金及其他一般公司用途。",47.59,1.2,52.34375,首发信息一览
